"Date","Treatment","Period","Subject","Group","Profit","TotalProfit","Participate","role","subrole","proposer","punisher","proposal","winning_allocation","winning_allocation_real","a1choice","a2choice","a3choice","a1choice_real","a2choice_real","a3choice_real","bchoice1","bchoice2","bchoice3","bchoice_real[1]","bchoice_real[2]","bchoice_real[3]","allocationA","allocationB","ug_self","ug_other","ug_accept[1]","ug_accept[2]","ug_accept[3]","ug_accept[4]","ug_accept[5]","ug_accept[6]","guess","guessBrackets[1]","guessBrackets[2]","guessBrackets[3]","guessBrackets[4]","guessBrackets[5]","brackets[1]","brackets[2]","brackets[3]","brackets[4]","brackets[5]","prog_rand","prog_randpunisher","prog_rand2","prog_rand3","prog_rank","prog_rank2","ugRole","ugGroup","role_rank","proposal_submitted","current_voter","a1choice_p","a2choice_p","a3choice_p","payment_period","stage1profit","profit_stage1role","profit_stage1subrole","profit_stage1proposer","profit_stage1proposal","profit_stage1punisher","profit_stage1a1","profit_stage1a2","profit_stage1a3","profit_stage1b1","profit_stage1b2","profit_stage1b3","profit_winningAllocation","ispaymentround","stage2bProfit","stage2aProfit","stage3Profit","stage4Profit","gamble[1]","gamble[2]","gamble[3]","gamble[4]","gamble[5]","risk_choice","risk_location","circle_random","perturbation_multiplier","perturb[1]","perturb[2]","perturb[3]","perturb[4]","show_results","winner","show_error","click_x","click_y","TimeOKInstructionsIOK","q1","q2","q3","q4","q5","q6","q7","q1a","q2a","q3a","q4a","q5a","q6a","q7a","q1c","q2c","q3c","q4c","q5c","q6c","q7c","allright","show_info","interval","TimeSubmitQuiz1OK","TimeContinueQuiz1OK","TimeTryAgainQuiz1OK","TimeSubmitQuiz2OK","TimeContinueQuiz2OK","TimeTryAgainQuiz2OK","TimeSubmitQuiz3OK","TimeContinueQuiz3OK","TimeTryAgainQuiz3OK","TimeSubmitQuiz4OK","TimeContinueQuiz4OK","TimeTryAgainQuiz4OK","LeaveStage","TimeSubmitADecisionOK","TimeVoteADecisionOK","showWin","bsdone","show_errors","TimeSubmitBDecisionOK","TimeOKBDecisionOK","groupBeautyContest","TimeContinueBCGame1OK","sumGuessPercentage","true","false","displayContinueButton","TimeSubmitBCGame2OK","TimeContinueBCGame2OK","distance","BC_winner","diffBrackets","TimeOKUGGame1OK","TimeOKUGGame2OK","TimeOKEGTaskOK","prog_ug_t1","prog_ug_t2","prog_ug_accepted","TimeOKFinalResultsOK"
"141023_1115",1,1,11,2,0,0,0,0,3,3,3,3,2,3,1,2,2,2,3,3,-1,-1,-1,0,0,0,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0.987747103901462,1,0.930072013721835,0.422221639390207,12,12,1,6,6,1,4,-1,-1,2,20,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,-1,4,3,1,2,5,-1,-1,2,0,0,0,0,0,0,-1,0,-1,-1,-1203,1,1,1,1,0,1,-1,1,1,1,1,0,1,-1,1,1,1,1,1,1,1,1,11,-1,-33,-40,NA,-30,-34,0,-25,-31,0,-203,-206,-199,0,-2,-29,1,2,0,0,0,1,NA,0,1,0,NA,NA,NA,0.500040293491045,0,105,NA,NA,NA,-1,-1,-1,NA
"141023_1115",1,1,12,2,0,0,0,0,1,3,3,3,2,3,1,2,2,2,3,3,-1,-1,-1,0,0,0,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0.66470391147989,1,0.404345798028794,0.127074023767875,8,7,2,4,4,1,4,1,-1,-1,1,5,0,1,3,3,3,2,3,3,0,0,0,3,1,0,0,1,-1,5,4,2,3,1,-1,-1,3,0,0,0,0,0,0,-1,0,-1,-1,-1202,1,1,1,1,0,1,-1,1,1,1,1,0,1,-1,1,1,1,1,1,1,1,1,11,-1,-18,-20,NA,-5,-7,0,1,-1,0,-115,-117,-110,0,0,-9,1,2,0,0,0,1,NA,0,1,0,NA,NA,NA,0.500093963247069,0,105,NA,NA,NA,-1,-1,-1,NA
"141023_1115",1,2,1,1,0,0,0,0,2,3,1,3,1,2,1,1,2,2,2,3,-1,-1,-1,0,0,0,7,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0.128457553744529,3,0.401338116452721,0.986105784301695,5,7,2,4,2,1,4,-1,1,-1,21,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,-1,4,3,1,2,5,-1,-1,2,0,0,0,0,0,0,-1,0,-1,-1,NA,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,12,1,2,0,0,NA,1,NA,0,1,0,NA,NA,NA,0.500088668038225,0,105,NA,NA,NA,-1,-1,-1,NA
"141023_1115",1,2,2,1,0,0,0,1,2,3,1,3,1,2,1,1,2,2,2,3,3,4,0,0,0,0,7,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0.0745849958968279,1,0.882437583004328,0.303738312937197,2,8,1,4,2,1,4,-1,-1,-1,19,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,-1,2,1,5,4,3,-1,-1,1,0,0,0,0,0,0,-1,0,-1,-1,NA,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,2,0,10,NA,1,NA,0,1,0,NA,NA,NA,0.50007598017169,0,105,NA,NA,NA,-1,-1,-1,NA
"141023_1115",1,2,3,1,0,0,0,0,3,3,1,3,1,2,1,1,2,2,2,3,-1,-1,-1,0,0,0,7,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0.512194032553674,2,0.313383065775681,0.849574151378858,8,5,2,3,3,1,4,-1,-1,2,28,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,-1,5,4,2,3,1,-1,-1,3,0,0,0,0,0,0,-1,0,-1,-1,NA,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,9,1,2,0,0,NA,1,NA,0,1,0,NA,NA,NA,0.500030354588633,0,105,NA,NA,NA,-1,-1,-1,NA
"141023_1115",1,2,4,1,0,0,0,1,3,3,1,3,1,2,1,1,2,2,2,3,3,3,0,0,0,0,7,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0.114099019260192,1,0.394774710943352,0.365070757626123,3,6,1,3,3,1,4,-1,-1,-1,2,3,1,3,3,3,1,2,2,3,0,0,0,2,1,0,0,1,-1,5,4,2,3,1,-1,-1,3,0,0,0,0,0,0,-1,0,-1,-1,NA,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,2,0,16,NA,1,NA,0,1,0,NA,NA,NA,0.500098745589703,0,105,NA,NA,NA,-1,-1,-1,NA
"141023_1115",1,2,5,2,0,0,0,0,3,3,2,2,2,3,2,2,2,3,3,3,-1,-1,-1,0,0,0,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0.978698622425412,3,0.97856682491422,0.591408081162445,12,11,2,6,6,1,4,-1,-1,2,9,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,-1,3,5,4,1,2,-1,-1,0,0,0,0,0,0,0,-1,0,-1,-1,NA,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,27,5,1,2,0,0,NA,1,NA,0,1,0,NA,NA,NA,0.500021076455582,0,105,NA,NA,NA,-1,-1,-1,NA
"141023_1115",1,2,6,1,0,0,0,1,1,3,1,3,1,2,1,1,2,2,2,3,0,0,0,0,0,0,7,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0.0655752718753998,1,0.982938020947826,0.986973941320076,1,12,1,6,1,1,4,-1,-1,-1,5,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,-1,2,1,5,4,3,-1,-1,1,0,0,0,0,0,0,-1,0,-1,-1,NA,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,2,0,26,NA,1,NA,0,1,0,NA,NA,NA,0.500069053665581,0,105,NA,NA,NA,-1,-1,-1,NA
"141023_1115",1,2,7,1,0,0,0,0,1,3,1,3,1,2,1,1,2,2,2,3,-1,-1,-1,0,0,0,7,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0.114472636074979,1,0.932118431167732,0.858370678899051,4,9,2,5,1,1,4,1,-1,-1,13,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,-1,2,1,5,4,3,-1,-1,1,0,0,0,0,0,0,-1,0,-1,-1,NA,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,17,1,2,0,0,NA,1,NA,0,1,0,NA,NA,NA,0.500043718449466,0,105,NA,NA,NA,-1,-1,-1,NA
"141023_1115",1,2,8,2,0,0,0,1,3,3,2,2,2,3,2,2,2,3,3,3,0,0,0,0,0,0,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0.55787233615195,2,0.284197029790001,0.881913094726351,9,3,2,2,6,1,4,-1,-1,-1,14,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,-1,5,4,2,3,1,-1,-1,3,0,0,0,0,0,0,-1,0,-1,-1,NA,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,2,0,22,NA,1,NA,0,1,0,NA,NA,NA,0.500089418637328,0,105,NA,NA,NA,-1,-1,-1,NA
"141023_1115",1,2,9,2,0,0,0,1,2,3,2,2,2,3,2,2,2,3,3,3,0,0,0,0,0,0,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0.445105129594498,1,0.960961674787552,0.479916758593133,7,10,1,5,5,1,4,-1,-1,-1,19,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,5,1,-1,2,1,5,4,3,-1,-1,1,0,0,0,0,0,0,-1,0,-1,-1,NA,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,2,0,21,NA,1,NA,0,1,0,NA,NA,NA,0.500017126133906,1,105,NA,NA,NA,-1,-1,-1,NA
"141023_1115",1,2,10,2,0,0,0,1,1,3,2,2,2,3,2,2,2,3,3,3,0,0,0,0,0,0,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0.269058998333783,2,0.071031766511049,0.83089975120076,6,1,2,1,4,1,4,-1,-1,-1,5,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,-1,4,3,1,2,5,-1,-1,2,0,0,0,0,0,0,-1,0,-1,-1,NA,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,2,0,24,NA,1,NA,0,1,0,NA,NA,NA,0.500028356735841,0,105,NA,NA,NA,-1,-1,-1,NA
"141023_1115",1,2,11,2,0,0,0,0,1,3,2,2,2,3,2,2,2,3,3,3,-1,-1,-1,0,0,0,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0.671888036034949,3,0.256308478888268,0.727965392511322,10,2,1,1,4,1,4,2,-1,-1,20,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,-1,5,4,2,3,1,-1,-1,3,0,0,0,0,0,0,-1,0,-1,-1,NA,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,15,1,2,0,0,NA,1,NA,0,1,0,NA,NA,NA,0.5000395747713,0,105,NA,NA,NA,-1,-1,-1,NA
"141023_1115",1,2,12,2,0,0,0,0,2,3,2,2,2,3,2,2,2,3,3,3,-1,-1,-1,0,0,0,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0.795620097217904,3,0.303158489197101,0.00888283411454541,11,4,1,2,5,1,4,-1,2,-1,1,5,0,1,3,3,3,2,3,3,0,0,0,3,0,0,0,1,-1,2,1,5,4,3,-1,-1,1,0,0,0,0,0,0,-1,0,-1,-1,NA,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,8,1,2,0,0,NA,1,NA,0,1,0,NA,NA,NA,0.500064914682957,0,105,NA,NA,NA,-1,-1,-1,NA
"141023_1115",1,3,1,1,0,0,0,0,1,2,2,2,1,1,1,1,2,1,1,3,-1,-1,-1,0,0,0,9,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0.277860943823057,1,0.51969344705329,0.0291864918680799,3,5,2,3,1,1,4,1,-1,-1,21,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,-1,2,1,5,4,3,-1,-1,1,0,0,0,0,0,0,-1,0,-1,-1,NA,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,14,1,2,0,0,0,1,NA,0,1,0,NA,NA,NA,0.500025774124416,0,105,NA,NA,NA,-1,-1,-1,NA
"141023_1115",1,3,2,2,0,0,0,1,1,2,2,2,2,3,1,2,2,1,3,3,0,0,0,0,0,0,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0.822966997894909,2,0.778331910156799,0.389325623116142,9,11,2,6,4,1,4,-1,-1,-1,19,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,-1,2,1,5,4,3,-1,-1,1,0,0,0,0,0,0,-1,0,-1,-1,NA,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,2,0,25,0,1,NA,0,1,0,NA,NA,NA,0.500015281731689,0,105,NA,NA,NA,-1,-1,-1,NA
"141023_1115",1,3,3,2,0,0,0,0,3,2,2,2,2,3,1,2,2,1,3,3,-1,-1,-1,0,0,0,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0.860046328445918,1,0.636150948533859,0.798642190545165,10,9,2,5,6,1,4,-1,-1,2,28,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,-1,2,1,5,4,3,-1,-1,1,0,0,0,0,0,0,-1,0,-1,-1,NA,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,16,1,2,0,0,0,1,NA,0,1,0,NA,NA,NA,0.500038685632096,0,105,NA,NA,NA,-1,-1,-1,NA
